Time,Open,High,Low,Close,5MA,10MA,20MA,60MA,120MA,Volume,Dollar
2005-06-21,992.25,997.8,986.61,989.99,998.68,992.22,977.33,957.66,951.33,408248,1013.5
2005-06-22,988.46,1003.34,986.64,1002.15,998.72,994.82,979.86,958.27,952.35,534744,1010.4
2005-06-23,1002.24,1010.91,1001.13,1010.8,1000.25,997.14,983.33,958.82,953.46,449216,1010.6
2005-06-24,1001.62,1007.95,995.55,1002.43,1000,998.3,986.26,959.55,954.5,406136,1012.6
2005-06-27,996.73,997.71,985.93,991.11,999.3,998.36,987.77,960.14,955.39,401821,1012.3
2005-06-28,989.54,995.45,987.78,994.74,1000.25,999.46,989.05,960.63,956.21,430648,1021.1
2005-06-29,1000.27,1006.19,994.29,999.08,999.63,999.18,990.5,960.91,957.09,408259,1026.3
2005-06-30,997.59,1009.96,997.59,1008.16,999.1,999.68,992.43,961.34,958.1,507090,1025.4
2005-07-01,1003.56,1018.04,1002.38,1018.02,1002.22,1001.11,994.78,961.84,959.2,494732,1031.5
2005-07-04,1022.67,1024.05,1018.54,1021.71,1008.34,1003.82,997.07,962.39,960.46,552723,1043.5
2005-07-05,1023.32,1025.25,1017.27,1018.81,1013.16,1006.7,999.46,962.83,961.69,568714,1053.8
2005-07-06,1023.77,1025.24,1015.94,1019.01,1017.14,1008.39,1001.6,963.38,962.9,687971,1047.8
2005-07-07,1015.76,1029.2,1014.86,1026.82,1020.87,1009.99,1003.56,964.13,964.09,677408,1052.7
2005-07-08,1027.09,1029.37,1020.45,1021.95,1021.66,1011.94,1005.12,964.81,965.27,614161,1054.8
2005-07-11,1034.59,1043.18,1033.28,1040.43,1025.4,1016.87,1007.62,966.25,966.56,770516,1043.7
2005-07-12,1048.44,1051.28,1042.67,1043.88,1030.42,1021.79,1010.63,967.86,967.72,781356,1039.5
2005-07-13,1047.53,1050.78,1042.19,1050.16,1036.65,1026.9,1013.04,969.95,968.77,744616,1036.9
2005-07-14,1056,1064.92,1052.52,1061.93,1043.67,1032.27,1015.98,972.11,969.95,599040,1031.8
2005-07-15,1065.09,1066.97,1057.49,1059.6,1051.2,1036.43,1018.77,974.15,971.15,567772,1042.2
2005-07-18,1061.71,1068.51,1057.03,1062.43,1055.6,1040.5,1022.16,976.2,972.42,500564,1034.8
2005-07-19,1062.32,1075.51,1062.15,1075.48,1061.92,1046.17,1026.44,978.44,973.72,547713,1040
2005-07-20,1077.29,1086.95,1068.65,1074.4,1066.77,1051.71,1030.05,980.58,974.98,967839,1042.4
2005-07-21,1083.55,1086,1068.49,1074.65,1069.31,1056.49,1033.24,982.75,976.31,701781,1035.5
2005-07-22,1067.5,1076.7,1063.12,1074.22,1072.24,1061.72,1036.83,985.15,977.54,684896,1021.3
2005-07-25,1075.5,1089.96,1073.66,1089.7,1077.69,1066.65,1041.76,988.02,978.91,637547,1022.7
2005-07-26,1089.96,1094.82,1085.87,1090.6,1080.71,1071.32,1046.55,991.01,980.32,695012,1026.9
2005-07-27,1092.91,1098.67,1084.12,1093.03,1084.44,1075.6,1051.25,993.92,981.66,630529,1031.1
2005-07-28,1101.84,1106.44,1097.38,1104.72,1090.45,1079.88,1056.08,997.1,983.17,651331,1027.9
2005-07-29,1113.43,1113.43,1101.37,1111.29,1097.87,1085.05,1060.74,1000.13,984.75,546000,1026.8
2005-08-01,1113.9,1116.75,1107.78,1115.98,1103.12,1090.41,1065.45,1003.05,986.31,501118,1024.5
2005-08-02,1117.21,1118.85,1110.31,1118.83,1108.77,1094.74,1070.46,1006.11,987.85,565867,1020.4
2005-08-03,1126.92,1129.92,1116.95,1117.11,1113.59,1099.01,1075.36,1009.16,989.25,656493,1017.4
2005-08-04,1119.76,1122.46,1105.1,1111.39,1114.92,1102.69,1079.59,1012.29,990.62,679075,1011.6
2005-08-05,1098.56,1101.15,1084.23,1089.36,1110.53,1104.2,1082.96,1015.09,991.66,556850,1013.9
2005-08-08,1081.69,1088.52,1079.63,1086.64,1104.67,1103.9,1085.27,1017.82,992.64,390223,1016
2005-08-09,1082.76,1099.79,1079.53,1099.77,1100.85,1104.81,1088.06,1020.66,993.71,462130,1013
2005-08-10,1103.61,1114.4,1100.2,1104.86,1098.4,1105.99,1090.8,1023.63,994.81,448547,1014.7
2005-08-11,1104.69,1123.77,1104.35,1123.77,1100.88,1107.9,1093.89,1026.85,995.97,438882,1014.9
2005-08-12,1127.39,1131.97,1120.39,1130.22,1109.05,1109.79,1097.42,1029.82,997.15,409333,1013.8
2005-08-16,1131.72,1137.46,1115.85,1116.93,1115.11,1109.89,1100.15,1032.56,998.31,407787,1016.4
2005-08-17,1107.27,1114.42,1100.68,1113.25,1117.81,1109.33,1102.04,1035.27,999.52,452668,1018
2005-08-18,1115.49,1115.82,1092.37,1092.71,1115.38,1106.89,1102.95,1037.62,1000.4,439399,1018.7
2005-08-19,1088.15,1092.58,1078.53,1089.88,1108.6,1104.74,1103.71,1040.09,1001.17,398076,1025.7
2005-08-22,1095.24,1116.68,1091.76,1116.68,1105.89,1107.47,1105.84,1042.97,1002.05,383445,1022.6
2005-08-23,1118.17,1121.89,1108.59,1115.84,1105.67,1110.39,1107.14,1045.56,1002.95,367014,1027.3
2005-08-24,1111.9,1111.91,1088.74,1094.21,1101.86,1109.84,1107.32,1047.64,1003.65,339738,1027.9
2005-08-25,1085.54,1104.25,1079.14,1097.29,1102.78,1109.08,1107.54,1049.76,1004.35,337856,1024.3
2005-08-26,1097.55,1103.74,1086.53,1086.55,1102.11,1105.36,1106.63,1051.71,1005.01,385559,1028.7
2005-08-29,1068.14,1073.37,1059.21,1063.16,1091.41,1098.65,1104.22,1053.25,1005.53,369428,1031.1
2005-08-30,1074.63,1078.42,1055.54,1072.61,1082.76,1094.22,1102.05,1054.86,1006.07,331642,1034.2
2005-08-31,1068.89,1085.14,1067.3,1083.33,1080.59,1091.23,1100.28,1056.73,1006.77,344646,1038.5
2005-09-01,1093.47,1106.37,1092.14,1106.37,1082.4,1092.59,1099.74,1058.9,1007.47,401783,1036.4
2005-09-02,1110.11,1118.87,1108.95,1115.83,1088.26,1095.19,1099.96,1061.04,1008.27,362125,1026.5
2005-09-05,1120.32,1121.84,1111.95,1114.5,1098.53,1094.97,1101.22,1063.1,1009.28,337238,1022.6
2005-09-06,1120.11,1135.53,1119.22,1122.65,1108.54,1095.65,1103.02,1065.3,1010.36,494878,1024.2
2005-09-07,1136.25,1143,1132.82,1142.99,1120.47,1100.53,1105.18,1067.96,1011.72,414587,1026
2005-09-08,1152.68,1153.63,1135.78,1145.26,1128.25,1105.33,1107.2,1070.35,1013.1,464467,1025.7
2005-09-09,1145.48,1152.51,1139.14,1152.5,1135.58,1111.92,1108.64,1072.84,1014.54,373874,1027.2
2005-09-12,1158.09,1166.8,1156.69,1158.36,1144.35,1121.44,1110.05,1075.41,1016.02,487837,1024.9
2005-09-13,1160.27,1166.22,1150.76,1158.12,1151.45,1129.99,1112.1,1078.14,1017.62,379763,1025.7
2005-09-14,1154.73,1170.77,1152.61,1170.77,1157,1138.73,1114.98,1081.15,1019.4,532403,1025.2
2005-09-15,1164.1,1178.61,1160.46,1169.59,1161.87,1145.06,1118.82,1083.94,1021.11,516638,1024.7
2005-09-16,1172.42,1176.06,1164.13,1174.13,1166.19,1150.89,1123.04,1086.66,1022.74,385977,1027.8
2005-09-20,1192.11,1192.25,1179.27,1190.93,1172.71,1158.53,1126.75,1089.81,1024.68,422269,1028.6
2005-09-21,1187.95,1199.91,1185.62,1196.67,1180.42,1165.93,1130.79,1093.23,1026.69,503450,1029.9
2005-09-22,1190.69,1200.23,1187.43,1199.97,1186.26,1171.63,1136.08,1096.65,1028.64,485728,1027.7
2005-09-23,1198.89,1199.77,1175.83,1175.88,1187.52,1174.69,1140.01,1099.6,1030.26,445852,1031
2005-09-26,1181.94,1206.41,1181.94,1206.41,1193.97,1180.08,1146,1102.9,1032.12,400044,1034.7
2005-09-27,1209.77,1211.9,1200.73,1209.63,1197.71,1185.21,1153.33,1106.1,1033.97,488097,1035.8
2005-09-28,1212.49,1228.57,1209.57,1228.57,1204.09,1192.26,1161.12,1109.54,1035.97,470377,1037.4
2005-09-29,1230.64,1232.98,1220.21,1231.22,1210.34,1198.3,1168.52,1113.08,1037.96,422839,1037
2005-09-30,1237.75,1238.72,1217.7,1221.01,1219.37,1203.44,1174.25,1116.45,1039.92,403062,1041.1
2005-10-04,1228.03,1244.37,1228.03,1242.78,1226.64,1210.31,1180.6,1120.05,1042.09,439359,1041
2005-10-05,1242.49,1246.41,1222.57,1227.4,1230.2,1213.95,1186.24,1123.47,1044.14,514779,1039.1
2005-10-06,1213.43,1214.6,1198.46,1202.49,1224.98,1214.54,1190.23,1126.17,1046.21,512653,1041.9
2005-10-07,1195.29,1215.25,1193.74,1201.01,1218.94,1214.64,1193.14,1128.79,1048.33,498302,1037.2
2005-10-10,1210.11,1228.44,1209.37,1227.18,1220.17,1219.77,1197.23,1131.74,1050.85,443571,1037.9
2005-10-11,1221.68,1244.27,1218.45,1244.27,1220.47,1223.56,1201.82,1134.78,1053.45,503997,1041.8
2005-10-12,1243.23,1245.85,1214.95,1217.06,1218.4,1224.3,1204.75,1137.41,1055.78,598663,1042.9
2005-10-13,1206.25,1208,1186.3,1193.44,1216.59,1220.79,1206.52,1139.59,1057.9,615053,1047.7
2005-10-14,1202.33,1207.24,1177.68,1190.17,1214.42,1216.68,1207.49,1141.5,1059.97,576230,1044.9
2005-10-17,1195.62,1199.91,1170.9,1176.36,1204.26,1212.22,1207.83,1143.2,1061.89,482113,1047.4
2005-10-18,1182.02,1191.91,1180.45,1186.22,1192.65,1206.56,1208.43,1145.06,1063.91,524463,1051.5
2005-10-19,1174.69,1174.69,1147.9,1153.13,1179.86,1199.13,1206.54,1146.38,1065.76,564435,1054.8
2005-10-20,1169.85,1173.68,1157.67,1162.23,1173.62,1195.11,1204.82,1147.59,1067.8,510905,1055.8
2005-10-21,1146.71,1183.49,1144.78,1183.48,1172.28,1193.35,1204,1149.13,1070.07,532270,1057.9
2005-10-24,1188.86,1193.08,1176.33,1184.6,1173.93,1189.1,1204.43,1150.66,1072.29,426324,1058.1
2005-10-25,1199.68,1204.34,1178.59,1181.28,1172.94,1182.8,1203.18,1151.94,1074.52,447696,1055
2005-10-26,1184.6,1186.22,1170.97,1179,1178.12,1178.99,1201.65,1153.06,1076.6,405832,1042.5
2005-10-27,1174.95,1185.7,1165.19,1166.36,1178.94,1176.28,1198.53,1153.9,1078.48,445814,1043.3
2005-10-28,1148.88,1149.35,1137.23,1140.72,1170.39,1171.34,1194.01,1154.27,1080.19,341221,1042.3
2005-10-31,1152.95,1159.67,1143.2,1158.11,1165.09,1169.51,1190.86,1154.95,1082.05,320464,1040.2
2005-11-01,1165.77,1191.29,1165.31,1188.95,1166.63,1169.79,1188.17,1156.24,1084.27,427219,1042.3
2005-11-02,1195.01,1208.66,1191.19,1208.38,1172.5,1175.31,1187.22,1158.23,1086.66,328617,1039.5
2005-11-03,1220.51,1220.69,1211.92,1217.97,1182.83,1180.89,1188,1160.42,1089.12,382065,1043.6
2005-11-04,1223.37,1229.17,1215.03,1221.98,1199.08,1184.73,1189.04,1162.45,1091.56,400041,1047.9
2005-11-07,1226.96,1227.06,1205.48,1218.47,1211.15,1188.12,1188.61,1164.35,1093.99,345055,1049.5
2005-11-08,1219.78,1226.72,1215,1226.71,1218.7,1192.67,1187.73,1166.06,1096.46,411848,1048.5
2005-11-09,1224.53,1238.73,1218.98,1227.59,1222.54,1197.52,1188.26,1167.69,1098.75,393734,1046
2005-11-10,1226.78,1235.08,1224.77,1234.43,1225.84,1204.33,1190.31,1169.64,1101.1,456468,1044.7
2005-11-11,1246.71,1257.25,1246.71,1256.12,1232.66,1215.87,1193.6,1172.03,1103.65,586758,1041.4
2005-11-14,1260.28,1262.24,1253.67,1257.63,1240.5,1225.82,1197.67,1174.77,1106.2,458056,1037.8
2005-11-15,1254.92,1257.55,1236.82,1253.86,1245.93,1232.31,1201.05,1177.51,1108.8,433998,1034.5
2005-11-16,1248.34,1267.2,1245.9,1267.16,1253.84,1238.19,1206.75,1180.01,1111.49,555800,1037.3
2005-11-17,1266.47,1272.8,1259.92,1269.35,1260.82,1243.33,1212.11,1182.57,1114.06,489645,1035.4
2005-11-18,1277.36,1281.18,1263.9,1272.25,1264.05,1248.36,1216.55,1185.54,1116.59,559617,1036.2
2005-11-21,1276.26,1277.85,1259.09,1268.8,1266.28,1253.39,1220.76,1188.4,1119.08,452361,1039.3
2005-11-22,1266.23,1266.23,1241.27,1244.5,1264.41,1255.17,1223.92,1191.03,1121.37,502491,1044.5
2005-11-23,1251.9,1283.57,1250.47,1282.02,1267.38,1260.61,1229.07,1194.68,1123.96,575405,1036.8
2005-11-24,1290.35,1297.96,1281.37,1291.71,1271.86,1266.34,1235.34,1198.33,1126.59,556565,1037.9
2005-11-25,1294.79,1298.25,1285.24,1293.22,1276.05,1270.05,1242.96,1201.83,1129.28,527890,1041.2
2005-11-28,1297.35,1298.83,1287.9,1293.74,1281.04,1273.66,1249.74,1204.95,1131.93,469724,1038.5
2005-11-29,1286.11,1295.08,1271.91,1279.38,1288.01,1276.21,1254.26,1207.68,1134.36,512445,1036.3
2005-11-30,1283.58,1300.88,1283.47,1297.44,1291.1,1279.24,1258.72,1210.73,1136.91,493098,1033.5
2005-12-01,1295.56,1306.02,1288.98,1305.98,1293.95,1282.9,1263.12,1213.78,1139.54,465432,1034.6
2005-12-02,1318.94,1319.28,1309.86,1310.12,1297.33,1286.69,1267.52,1216.57,1142.26,565151,1038.4
2005-12-05,1312.56,1315.41,1306.43,1315.15,1301.61,1291.33,1272.36,1219.4,1144.87,440623,1036.3
2005-12-06,1311.9,1324.22,1304.88,1321.06,1309.95,1298.98,1277.08,1222.21,1147.52,534915,1034.2
2005-12-07,1319.96,1328.95,1314.36,1324.75,1315.41,1303.26,1281.93,1224.98,1150.2,542807,1035.4
2005-12-08,1321.51,1328.64,1310.34,1324.2,1319.06,1306.5,1286.42,1227.75,1152.94,512041,1034.4
2005-12-09,1319.01,1332.64,1313.33,1317.42,1320.52,1308.92,1289.49,1230.19,1155.67,436781,1033.9
2005-12-12,1321.07,1337.82,1321.07,1333.23,1324.13,1312.87,1293.27,1232.92,1158.43,462717,1033.7
2005-12-13,1337.25,1339.69,1328.24,1336.48,1327.22,1318.58,1297.4,1235.63,1161.15,484876,1026
2005-12-14,1346.52,1349.87,1325.76,1334.27,1329.12,1322.27,1300.75,1238.02,1163.91,466021,1016.3
2005-12-15,1338.16,1343.05,1326.01,1337.68,1331.82,1325.44,1304.17,1240.37,1166.8,688576,1014
2005-12-16,1322.4,1330.46,1314.52,1321.04,1332.54,1326.53,1306.61,1242.38,1169.52,621722,1016.2
2005-12-19,1325.61,1339.48,1320.88,1339.4,1333.77,1328.95,1310.14,1245.11,1172.35,513997,1017.7
2005-12-20,1333.07,1344.31,1331.56,1341,1334.68,1330.95,1314.96,1247.35,1175.13,523432,1016.5
2005-12-21,1345.09,1356.39,1343.46,1354.16,1338.66,1333.89,1318.57,1249.76,1177.93,498138,1018.3
2005-12-22,1361.35,1364.48,1342.08,1350.87,1341.29,1336.56,1321.53,1251.8,1180.67,532939,1017.5
2005-12-23,1358.51,1360,1347.14,1359.53,1348.99,1340.77,1324.85,1253.94,1183.51,418649,1013.6
2005-12-26,1363.81,1371.63,1362.31,1367.57,1354.63,1344.2,1328.54,1256.38,1186.42,382128,1011.8
2005-12-27,1371.35,1376.77,1370.03,1373.55,1361.14,1347.91,1333.25,1258.56,1189.31,423771,1012.5
2005-12-28,1357.29,1369.42,1353.24,1368.16,1363.94,1351.3,1336.78,1260.91,1192.19,368806,1012.6
2005-12-29,1371.86,1383.14,1370.38,1379.37,1369.64,1355.47,1340.45,1263.85,1195.01,445933,1011.6
2006-01-02,1383.32,1389.27,1370.61,1389.27,1375.58,1362.29,1344.41,1266.99,1197.89,396300,1008
2006-01-03,1393.14,1394.92,1376.17,1394.87,1381.04,1367.84,1348.39,1269.79,1200.77,541279,1005.4
2006-01-04,1408.19,1412.15,1400.08,1402.11,1386.76,1373.95,1352.45,1272.42,1203.6,527991,998.5
2006-01-05,1405.31,1405.31,1378.96,1395.51,1392.23,1378.08,1355.98,1275.39,1206.4,538071,987.3
2006-01-06,1399.23,1412.79,1395.26,1412.78,1398.91,1384.27,1360.41,1279.05,1209.32,587866,988.1
2006-01-09,1421.9,1421.9,1405.05,1408.33,1402.72,1389.15,1364.96,1282.68,1212.09,531485,977.5
2006-01-10,1413.14,1417.84,1388.7,1396.29,1403,1392.02,1368.11,1286.35,1214.78,476499,982.1
2006-01-11,1394.65,1400.3,1384.27,1394.09,1401.4,1394.08,1370.99,1289.81,1217.44,534599,984.6
2006-01-12,1399.64,1411.82,1399.04,1402.58,1402.81,1397.52,1374.41,1293.97,1220.17,447862,974
2006-01-13,1397.15,1416.28,1388.15,1416.28,1403.51,1401.21,1378.34,1298.21,1222.9,418900,987.8
2006-01-16,1423.08,1425.05,1409.53,1421.79,1406.21,1404.46,1383.38,1302.18,1225.66,402104,982.5
2006-01-17,1423.76,1426.21,1389.51,1389.58,1404.86,1403.93,1385.88,1305.59,1228.13,473737,989.2
2006-01-18,1378.73,1379.46,1333.75,1352.91,1396.63,1399.01,1386.48,1308.45,1230.19,567080,992.1
2006-01-19,1357.32,1367.53,1347.97,1360.64,1388.24,1395.53,1386.8,1311.48,1232.27,408111,985
2006-01-20,1368.85,1377.59,1321.96,1324.78,1369.94,1386.73,1385.5,1314.12,1234.01,528394,986.7
2006-01-23,1307.4,1327.26,1285.63,1297.43,1345.07,1375.64,1382.39,1316.73,1235.5,534801,981.3
2006-01-24,1307.36,1328.32,1292.84,1326.83,1332.52,1368.69,1380.36,1319.55,1237.25,540136,975.5
2006-01-25,1339.36,1353.32,1335.8,1342.59,1330.45,1363.54,1378.81,1322.11,1239.18,510688,968.9
2006-01-26,1349.48,1352.84,1329.65,1352.75,1328.88,1358.56,1378.04,1324.51,1241.37,367817,969
2006-01-27,1369,1384.56,1363.12,1384.56,1340.83,1355.39,1378.3,1327.29,1243.85,469534,970.8
2006-01-31,1391.51,1403.3,1381.75,1399.83,1361.31,1353.19,1378.83,1330.25,1246.35,406454,964.6
2006-02-01,1390.43,1398.19,1366.56,1375.97,1371.14,1351.83,1377.88,1332.88,1248.61,469703,961.1
2006-02-02,1387.5,1389.55,1357.71,1374.44,1377.51,1353.98,1376.5,1335.34,1250.7,449616,972
2006-02-03,1357.17,1362.37,1330.68,1333.5,1373.66,1351.27,1373.4,1337.11,1252.4,444564,970.3
2006-02-06,1326.23,1342.21,1307.77,1341.64,1365.08,1352.95,1369.84,1338.89,1254.27,378538,962.6
2006-02-07,1340.84,1348.24,1329.6,1332.28,1351.57,1356.44,1366.04,1340.16,1256.09,349785,967.8
2006-02-08,1325.68,1344.38,1308.87,1310.99,1338.57,1354.86,1361.77,1341.05,1257.91,356997,970.8
2006-02-09,1326.87,1329.46,1313.82,1321.66,1328.01,1352.76,1358.15,1342.18,1259.84,348014,972.7
2006-02-10,1328.41,1338.33,1314.94,1335.23,1328.36,1351.01,1354.78,1343.32,1261.67,356354,967.8
2006-02-13,1338.7,1338.96,1310.37,1320.79,1324.19,1344.63,1350.01,1344.17,1263.37,351461,976.8
2006-02-14,1315.14,1330.05,1303.19,1328.21,1323.38,1337.47,1345.33,1345.11,1265.32,286698,969.9
2006-02-15,1342.28,1342.4,1300.76,1303.84,1321.95,1330.26,1341.04,1345.69,1267.04,419995,974
2006-02-16,1308,1320.1,1299.73,1314.32,1320.48,1324.25,1339.11,1346.85,1268.94,312832,974.6
2006-02-17,1325.49,1333.83,1315.25,1332.73,1319.98,1324.17,1337.72,1347.7,1271.19,283771,972.8
2006-02-20,1336.01,1357.73,1329.45,1348.25,1325.47,1324.83,1338.89,1348.64,1273.49,385414,967.2
2006-02-21,1350.45,1352.17,1339.2,1346.49,1329.13,1326.25,1341.35,1349.53,1275.68,385044,968.6
2006-02-22,1344.9,1356.76,1324.4,1340.58,1336.47,1329.21,1342.03,1350.31,1277.63,363829,974.7
2006-02-23,1348.51,1362.03,1346.69,1361.23,1345.86,1333.17,1342.96,1351.67,1279.68,341971,969.1
2006-02-24,1363.73,1366.71,1352.76,1365.82,1352.47,1336.23,1343.62,1352.81,1281.77,329356,966.4
2006-02-27,1365.41,1374.89,1360.46,1374.88,1357.8,1341.64,1343.13,1353.96,1283.87,302259,969
2006-02-28,1377.44,1379.71,1363.93,1371.59,1362.82,1345.97,1341.72,1354.99,1285.78,296104,970.9
2006-03-02,1377.46,1379.3,1367.68,1367.7,1368.24,1352.36,1341.31,1355.86,1287.63,405524,969.1
2006-03-03,1365.35,1367.17,1325.59,1328.95,1361.79,1353.82,1339.03,1355.99,1289.1,339815,971.4
2006-03-06,1332.71,1344.77,1324.39,1344.76,1357.58,1355.03,1339.6,1356.33,1290.65,300003,974.9
2006-03-07,1336.47,1336.47,1314.27,1316.67,1345.93,1351.87,1338.35,1356.2,1291.98,297278,976.6
2006-03-08,1303.58,1322.51,1296.78,1314.05,1334.43,1348.62,1337.44,1356.14,1293.17,316687,982.1
2006-03-09,1313.75,1324.21,1310.58,1311.21,1323.13,1345.69,1337.45,1355.78,1294.35,278388,982.2
2006-03-10,1315.13,1328.72,1308.74,1320.07,1321.35,1341.57,1337.37,1355.5,1295.57,282769,980.2
2006-03-13,1332.28,1338.5,1328.56,1338.28,1320.06,1338.82,1337.52,1355.57,1296.79,317901,980
2006-03-14,1339.69,1340.35,1316.47,1326.3,1321.98,1333.96,1337.8,1355.38,1297.87,348694,977
2006-03-15,1337.21,1342.44,1332.53,1333.98,1325.97,1330.2,1338.09,1355.6,1298.99,356087,974.8
2006-03-16,1340.58,1347.13,1332.55,1335.98,1330.92,1327.03,1339.69,1355.54,1300.32,314016,975
2006-03-17,1331.38,1342.83,1320.54,1341.12,1335.13,1328.24,1341.03,1355.54,1301.45,277187,971.2
2006-03-20,1339.73,1350.02,1335.22,1346.69,1336.81,1328.44,1341.73,1355.42,1302.59,320750,967.1
2006-03-21,1347.3,1348.2,1335.45,1336.65,1338.88,1330.43,1341.15,1355.18,1303.49,289596,968.4
2006-03-22,1326.74,1326.74,1306.07,1309.83,1334.05,1330.01,1339.32,1354.35,1304.15,306298,973.6
2006-03-23,1321.4,1327.42,1300.44,1312.26,1329.31,1330.12,1337.9,1353.43,1304.91,333040,975.6
2006-03-24,1311.88,1321.23,1302.47,1321.23,1325.33,1330.23,1335.9,1352.56,1305.56,368496,979.1
2006-03-27,1317.46,1335.25,1317.25,1330.34,1322.06,1329.44,1334.13,1351.93,1306.42,323596,975.7
2006-03-28,1327.66,1334.12,1322.12,1331.31,1320.99,1329.94,1331.95,1351.13,1307.49,359739,976.8
2006-03-29,1319.24,1337.08,1314.63,1332.72,1325.57,1329.81,1330.01,1350.18,1308.59,388500,975.2
2006-03-30,1339.11,1342.66,1332.18,1338.14,1330.75,1330.03,1328.53,1349.24,1309.51,294954,976.1
2006-03-31,1338.5,1360.13,1337.35,1359.6,1338.42,1331.88,1330.06,1348.53,1310.47,314759,971.6
2006-04-03,1362.35,1381.67,1361.14,1379.75,1348.3,1335.18,1331.81,1348.27,1311.83,347086,970.8
2006-04-04,1380.49,1388.99,1374.84,1385.64,1359.17,1340.08,1335.26,1347.82,1313.43,392032,963.2
2006-04-05,1390.27,1395.64,1383.39,1388.77,1370.38,1347.98,1338.99,1347.49,1315.09,387920,957.3
2006-04-06,1397.51,1406.03,1388.74,1397,1382.15,1356.45,1343.28,1347.5,1316.93,425051,953.5
2006-04-07,1397.04,1402.36,1390.63,1402.36,1390.7,1364.56,1347.4,1347.64,1318.73,336346,953.4
2006-04-10,1394.64,1402.3,1391.66,1398.29,1394.41,1371.36,1350.4,1347.57,1320.77,316159,953.6
2006-04-11,1395.27,1397.46,1373.25,1386.08,1394.5,1376.84,1353.39,1347.06,1322.63,314822,954.7
2006-04-12,1375.84,1384.21,1372.24,1383.59,1393.46,1381.92,1355.87,1346.43,1324.3,294011,960.4
2006-04-13,1384.03,1405.72,1382.55,1405.72,1395.21,1388.68,1359.35,1346.7,1326.15,306707,961.5
2006-04-14,1410.49,1434.68,1405.46,1432.72,1401.28,1395.99,1363.93,1348.03,1328.24,339442,958.4
2006-04-17,1435.16,1436.65,1416.92,1422.63,1406.15,1400.28,1367.73,1349.06,1330.27,336627,955.6
2006-04-18,1415.76,1432.9,1415.14,1427,1414.33,1404.42,1372.25,1350.76,1332.44,321896,953.6
2006-04-19,1445.77,1450.93,1434.87,1437.84,1425.18,1409.32,1378.65,1353.1,1334.92,409369,945.6
2006-04-20,1439.78,1445.2,1430.92,1434.15,1430.87,1413.04,1384.74,1354.89,1337.22,368821,948.4
2006-04-21,1441.11,1458.35,1437.7,1451.31,1434.59,1417.93,1391.25,1356.7,1339.41,381810,948.6
2006-04-24,1448.04,1448.04,1425.75,1430.94,1436.25,1421.2,1396.28,1358.01,1341.26,291168,939.8
2006-04-25,1426.68,1441.72,1419.64,1431.15,1437.08,1425.71,1401.27,1358.78,1343.04,313969,945.1
2006-04-26,1433.38,1451.22,1430.74,1451.22,1439.75,1432.47,1407.2,1359.64,1344.95,312333,946.5
2006-04-27,1455.09,1458.67,1446.37,1452.53,1443.43,1437.15,1412.91,1360.92,1346.9,363521,944.9
2006-04-28,1443.63,1443.63,1413.7,1419.73,1437.11,1435.85,1415.92,1361.67,1348.51,328120,943.4
2006-05-02,1419.64,1435,1408.8,1434.9,1437.91,1437.08,1418.68,1363.36,1350.23,296677,940.1
2006-05-03,1440.85,1453.5,1435.16,1435.17,1438.71,1437.89,1421.16,1364.92,1351.91,301940,934.3
2006-05-04,1436.6,1441.46,1424.72,1441.02,1436.67,1438.21,1423.77,1366.73,1353.45,266810,939.6
2006-05-08,1459.39,1461.05,1449.75,1452.23,1436.61,1440.02,1426.53,1369.09,1355.07,257203,927.9
2006-05-09,1452.01,1461.2,1446.8,1450.44,1442.75,1439.93,1428.93,1371.23,1356.71,275914,932
2006-05-10,1449.72,1455.83,1441.81,1451.09,1445.99,1441.95,1431.57,1373.16,1358.24,270623,929.6
2006-05-11,1448.3,1464.7,1445.86,1464.7,1451.9,1445.3,1435.5,1375.56,1359.87,273369,935.6
2006-05-12,1448.57,1454.14,1429.92,1445.2,1452.73,1444.7,1438.58,1377.51,1361.31,260776,932.7
2006-05-15,1424.58,1424.58,1406.88,1413.98,1445.08,1440.85,1439,1379.35,1362.52,250685,943.7
2006-05-16,1415.81,1416.45,1373.52,1382.11,1431.42,1437.08,1436.47,1380.48,1363.67,285855,944.9
2006-05-17,1386.93,1403.68,1386.93,1401.47,1421.49,1433.74,1435.41,1381.62,1364.66,270247,936.9
2006-05-18,1360.76,1366.78,1356.04,1365.15,1401.58,1426.74,1432.32,1381.91,1365.27,355782,947
2006-05-19,1364.18,1372.29,1346.31,1372.29,1387,1419.87,1429.04,1382.34,1365.93,291358,946.3
2006-05-22,1375.95,1376.08,1338.37,1338.59,1371.92,1408.5,1424.26,1382.3,1366.31,244384,952.3
2006-05-23,1323.98,1334.85,1314.59,1329.86,1361.47,1396.44,1418.19,1381.78,1366.73,256194,943.9
2006-05-24,1325.94,1335.09,1303.67,1333.38,1347.85,1384.67,1413.31,1381.24,1367.03,249758,949.7
2006-05-25,1333.63,1333.65,1295.47,1295.76,1333.98,1367.78,1406.54,1379.92,1366.94,213557,949.1
2006-05-26,1315.1,1326.34,1312.75,1322.43,1324,1355.5,1400.1,1379.1,1367.04,235586,945.6
2006-05-29,1333.59,1340.33,1327.53,1329.22,1322.13,1347.03,1393.94,1378.46,1367.16,224009,947.4
