Time,Open,High,Low,Close,5MA,10MA,20MA,60MA,120MA,Volume,Dollar
1998-05-06,388.8,388.8,374.53,376.23,402.57,406.42,431.9,483.53,473.5,44187,1369
1998-05-07,376.11,380.45,369.95,379.47,395.05,402.71,426.34,480.84,473.28,50121,1400
1998-05-08,376.46,379.63,368.57,373.04,385.41,398.56,420.25,478.46,472.77,47570,1387
1998-05-11,372.29,372.29,361.58,361.58,373.02,390.41,410.29,472.84,471.82,39309,1389
1998-05-12,356.55,356.8,348.61,351.86,368.14,385.35,405.18,469.39,471.52,43836,1388.5
1998-05-13,349.38,360.14,344.57,356.58,363.56,379.31,400.5,465.76,471.16,55295,1405
1998-05-14,354.69,372.83,349.07,362.94,361.54,373.48,396.56,462.29,471.04,89178,1418
1998-05-15,361.69,367.45,350.95,352.83,357.16,368.11,392.41,458.62,471.06,63632,1436
1998-05-18,353.38,361.85,353.38,359,356.73,362.44,384.43,452.84,470.77,56776,1444
1998-05-19,360.16,362.53,355.02,362.53,357.92,360.74,381.73,450.12,470.42,63494,1442
1998-05-20,364.06,374.97,364.06,369.17,359.17,360.36,379.46,447.81,470.01,79143,1410
1998-05-21,370.55,375.46,362.3,362.3,361.06,359.11,376.99,445.09,469.72,93023,1389
1998-05-22,361.09,361.09,352.23,353.67,361.33,358.32,374.36,442.13,469.33,62100,1382
1998-05-25,353.4,353.4,331.75,331.9,354.62,356.27,367.79,435.73,468.71,51988,1384
1998-05-26,324.96,324.96,308.46,311.99,343.18,351.18,362.33,432.04,468.38,48019,1393
1998-05-27,313.84,313.84,301.22,313.48,333.42,347.24,357.68,428.45,467.87,59777,1412
1998-05-28,313.81,331.93,309.57,323.09,327.3,344.32,354.24,425.24,467.43,72168,1400
1998-05-29,323.77,337.89,323.77,336.63,323.42,342.08,352.26,422.22,467.02,70264,1407
1998-06-01,334.1,342.11,333.01,336.7,328.39,335.78,348.07,415.9,465.9,83724,1397.5
1998-06-02,335.48,335.48,323.67,324.1,330.51,331.96,345.54,412.61,465.19,67700,1402
1998-06-03,324.82,332.61,324.82,332.46,332.38,329.84,344.08,409.62,464.43,85645,1391
1998-06-05,334.01,341.53,333.37,341.53,333.36,328.39,343.57,406.84,463.82,78299,1395
1998-06-08,345.38,353.29,345.38,345.88,336.13,329.79,343.03,404.1,463.03,78775,1399
1998-06-09,344.2,344.2,334.19,339.22,336.64,332.51,341.84,401.4,462.06,76618,1395
1998-06-10,341.79,344.37,324.54,324.54,336.73,333.62,340.43,398.43,460.9,79712,1393
1998-06-11,323.14,328.7,317.54,328.7,335.97,334.18,339.25,395.63,459.68,69626,1391
1998-06-12,318.31,318.31,301.1,302.09,328.09,330.73,336.4,392.63,457.98,73659,1398
1998-06-15,300.69,303.61,288.21,288.21,309.27,322.95,329.37,386.66,454.7,53370,1434
1998-06-16,283.41,291.01,277.37,280,300.36,318.54,325.25,383.76,452.63,69412,1430
1998-06-17,287.98,303.81,287.98,303.81,295.38,315.68,322.76,381.59,450.72,78078,1420
1998-06-18,310.12,330.14,310.12,325.49,300.06,314.08,321.23,379.64,449.21,115398,1392
1998-06-19,323.05,324.26,308.99,313.26,302.15,310.81,320.3,377.59,447.78,79468,1394
1998-06-22,316.16,319.55,311.27,311.27,313.92,307.14,320.38,372.79,444.71,60825,1393
1998-06-23,308.39,308.39,299.28,303.31,313.82,304.6,319.39,370.04,442.91,56463,1383
1998-06-24,300.32,304.09,296.27,301.72,309.06,304.56,317.64,367.27,440.77,74141,1380
1998-06-25,299.56,301.42,294.93,300.57,306.52,304.34,316.07,364.1,438.55,62092,1371
1998-06-26,299.87,305.13,297.94,298.54,303.08,305.37,314.16,360.83,436.51,60780,1386
1998-06-29,302.8,305.45,296.28,298.6,300.27,307.04,311.36,355.24,432.37,65484,1383
1998-06-30,296.38,299.29,293.45,297.88,299.5,304.28,309.18,352.64,430.45,52653,1373
1998-07-01,298.01,318.74,298.01,315.56,302.5,304.51,307.66,350.4,428.57,100133,1370
1998-07-02,315.24,321.4,309.84,311.77,305.14,304.11,306.29,348.23,426.65,88636,1366
1998-07-03,312.12,316.09,306.37,308.53,306.47,303.84,305.49,346.11,424.6,64542,1356.5
1998-07-06,306.12,310.57,305.06,309.61,310.66,305.08,304.82,341.88,420.9,61513,1345
1998-07-07,310.48,319.97,310.48,317.5,311.05,306.77,305.56,340.23,419.27,76107,1344
1998-07-08,321.49,323.4,318.01,318.79,312.46,308.8,307.09,338.64,417.71,85562,1333
1998-07-09,319.9,323.66,316.62,319.02,314.55,310.51,309.04,337.09,416.34,85580,1307
1998-07-10,319.3,320.76,306.41,309.28,314.84,311.58,309.31,335.48,414.94,81849,1313
1998-07-13,303.74,304.91,299.68,301.37,310.69,310.87,307.69,331.93,412,55536,1312
1998-07-14,301.91,306.79,301.91,306.73,308.27,310.37,307.24,330.02,410.27,59446,1288
1998-07-15,307.99,316.1,307.99,313.42,307.15,310.85,307.35,328.47,408.53,81680,1282
1998-07-16,314.68,330.35,314.68,330.35,311.37,313.1,308.7,327.44,406.88,82183,1283
1998-07-20,348.64,365.18,345.8,365.18,331.97,321.33,314.05,326.67,403.76,121263,1289
1998-07-21,366.76,374.08,364.24,364.76,343.58,325.93,317.36,326.53,402.49,134940,1291
1998-07-22,364.74,366.04,357.63,362.07,353.31,330.23,320.37,326.32,401.14,159602,1290
1998-07-23,362.49,366.57,341.46,341.46,355.53,333.45,322.51,325.99,399.41,120826,1273.5
1998-07-24,340.91,347.96,334.26,343.79,355.45,337.33,324.81,325.85,397.62,113724,1245
1998-07-27,328.83,332.72,323.9,329.8,341.11,342.35,326.36,324.83,393.56,76276,1209
1998-07-28,329.98,335.33,329.98,335.33,335.76,344.54,327.7,324.54,391.58,67792,1257
1998-07-29,337.13,354.34,337.13,344.41,336.35,345.94,329.52,324.41,389.99,112490,1244
1998-07-30,343.97,346.92,339.35,344.91,336.58,346.02,331.29,324.17,388.51,94242,1234
1998-07-31,346.05,349.05,340.03,343.33,339.56,343.83,332.58,323.85,386.98,133075,1230
1998-08-03,336.12,338.71,329.44,329.47,339.92,337.84,334.04,322.78,383.93,83774,1242
1998-08-04,328.1,335.1,326.34,333.2,337.68,337.02,335.23,322.43,382.28,75553,1241
1998-08-05,333.82,335.36,317.22,322.83,333.26,334.92,336.13,321.88,380.51,91424,1263
1998-08-06,320.31,324.37,318.1,320.57,328.71,334.13,337.09,321.69,378.71,85472,1333
1998-08-07,320.66,324.22,319.52,321.71,325.56,333.33,337.84,321.85,376.95,75817,1326
1998-08-10,314.46,315.79,308.37,311.95,318.27,327.98,336.96,321.68,373.46,75866,1338
1998-08-11,312.52,318.92,311.25,311.25,315.96,324.61,335.31,321.26,371.74,72033,1339
1998-08-12,309.37,309.37,301.74,305.35,312.91,320.81,332.32,320.81,369.94,67355,1331
1998-08-13,305.38,308.04,302.59,303.01,309.17,317.37,329.23,320.25,368.08,72531,1332.5
1998-08-14,302.73,305.79,297.33,304.61,307.23,314.88,326.36,319.93,366.27,69176,1325
1998-08-17,304.4,305.77,301.62,301.62,305.17,311.72,324.37,319.41,364.52,63634,1333
1998-08-18,296.64,296.64,288.06,291.15,301.15,308.55,321.74,318.57,362.71,79558,1319
1998-08-19,294.13,303.07,294.13,301.9,300.46,306.69,320.41,317.84,360.97,77474,1305
1998-08-20,303.19,317.64,301.76,316.59,303.17,306.17,319.75,317.46,359.43,91660,1300
1998-08-21,317.6,319.41,313.91,316.62,305.58,306.4,318.81,317.33,357.88,94039,1300
1998-08-24,305.39,308.23,302.3,305.15,309.12,305.13,314.87,316.99,354.81,61766,1306
1998-08-25,305.29,313.3,305.29,310.23,310.78,305.62,313.22,317.12,353.39,72710,1307
1998-08-26,311.07,319.73,311.07,317.56,310.98,307.08,312.22,317.61,352.13,93220,1308
1998-08-27,317.13,317.13,311.57,313.92,310.44,308.01,311.44,318.17,350.97,81256,1320
1998-08-28,308.98,309.32,302.63,309.32,311.24,308.78,310.25,318.26,349.93,79408,1336
1998-08-31,307.52,311.7,307.37,310.16,311.15,310.97,308.83,317.87,347.73,75233,1350
1998-09-01,309.74,312.66,306.12,309.71,309.58,310.28,308.23,317.77,346.48,81781,1355
1998-09-02,311.42,317.19,311.42,314.4,309.68,310.06,308.23,317.82,345.31,84373,1340
1998-09-03,314.95,315.97,311.58,314.78,310.77,311,308.37,318.01,344.03,83729,1331
1998-09-04,314.47,318.73,314.06,314.22,312.65,311.91,308.52,318.22,342.74,72663,1343
1998-09-07,316.41,328.22,316.41,328.22,317.49,313.54,310.31,318.97,339.9,89797,1343
1998-09-08,329.76,334.42,324.77,326.35,319.88,314.78,311.39,319.37,338.72,86311,1357
1998-09-09,327.43,329.97,324.11,329.22,322.77,316.77,312.77,319.89,337.57,91644,1362
1998-09-10,329.27,338.95,326.86,338.95,327.71,320.18,315.16,320.57,336.61,105871,1368
1998-09-11,329.24,329.24,320.61,320.61,328.67,321.23,316.1,320.65,335.52,79424,1366.5
1998-09-14,319.24,319.24,313.84,314.24,324.67,322.27,316.17,320.89,333.5,77557,1388
1998-09-15,313.91,315.45,307.27,310.29,320.88,321.83,316.41,320.93,332.43,86427,1380
1998-09-16,310.42,314.82,310.42,313.17,315.73,321.72,316.82,320.99,331.44,63601,1376
1998-09-17,313.39,315,310.88,310.88,313.78,321.23,316.85,320.88,330.56,67339,1383
1998-09-18,308.31,308.31,299.17,302.21,310.16,318.63,316.08,320.61,329.62,68678,1386
1998-09-21,301.25,301.25,295.63,297.45,304.99,312.94,314.85,320.11,327.79,61090,1392.5
1998-09-22,297.1,299.65,292.58,292.61,300.88,308.3,314.24,319.91,326.88,56453,1399.8
1998-09-23,291.81,292.83,287.46,291.93,297.09,305.43,313.33,319.75,325.84,52479,1402
1998-09-24,293.48,310.75,293.48,310.75,298.79,304.48,313.38,319.82,324.92,80547,1393
1998-09-25,309.97,309.97,302.58,303.79,299.31,303.43,312.85,319.65,324.06,58286,1386.5
1998-09-28,307.82,312.92,305.38,305.73,303.7,302.29,312,318.61,322.76,53972,1382.5
1998-09-29,305.78,312.36,305.14,312.33,307.78,302.43,311.83,317.73,322.2,61598,1371
1998-09-30,311.97,313.51,308.96,310.32,307.69,303.24,310.93,316.82,321.68,74743,1391
1998-10-01,309.52,309.52,304.3,305.64,308.06,303.69,309.9,315.88,321.1,61359,1388.3
1998-10-02,304.78,308.44,302.71,308.25,308.45,304.77,308.85,315.33,320.66,68479,1389.5
1998-10-07,309.84,315.98,309.84,313.49,310.01,306.85,307.58,314.83,320.34,70436,1380
1998-10-08,315.41,320.97,305.22,305.22,308.58,308.18,306.81,314.44,319.91,93087,1361
1998-10-09,310.37,328.61,310.37,327.96,312.11,309.9,307.19,314.41,319.62,113292,1333
1998-10-12,339.71,353.54,336.12,352.17,327.45,317.95,310.49,314.59,319.5,135188,1319
1998-10-13,352.77,358.31,344.91,346.08,333.97,321.99,312.14,314.61,319.39,136352,1347
1998-10-14,347.25,347.96,340.03,346.13,342.15,325.37,313.9,314.66,319.25,98001,1350
1998-10-15,347.99,369.04,347.99,368.74,350.31,331.21,317.23,315.18,319.25,135817,1334
1998-10-16,375.34,385.03,370.28,374.01,357.43,338.05,320.87,315.92,319.35,143562,1323.5
1998-10-19,385.12,387.33,371.25,373.97,369.26,351.62,329.24,317.61,319.74,129126,1325
1998-10-20,372.87,388.35,370.19,388.35,377.71,359.93,334.06,318.74,320.22,122524,1328
1998-10-21,390.41,394.59,379.52,380.8,380.12,365.22,337.56,319.72,320.79,167869,1325
1998-10-22,380.33,388.16,378.82,382.52,381.82,369.62,341.5,320.86,321.36,139234,1323
1998-10-23,383.13,384.84,374.14,378.83,380.89,372.29,345.12,321.97,321.83,125777,1316
1998-10-26,380.6,380.6,372.1,373.32,379.26,378.48,351.93,324.27,322.54,92888,1313
1998-10-27,371.57,371.57,353.69,360.43,375.18,377.65,354.43,325.22,322.74,93817,1319
1998-10-28,360.58,367.7,359.12,363.91,371.46,376.64,357.34,326.21,323.07,93455,1317.5
1998-10-29,365.11,374.31,363.68,370.3,369.75,375.32,360.45,327.36,323.39,96927,1314
1998-10-30,373.23,389.06,373.23,384.75,370.54,376.4,364.01,328.92,323.75,119626,1319
1998-11-02,406.97,410.84,403.02,404.61,385.4,380.29,372.75,332.08,324.77,145795,1318.7
1998-11-03,405.12,416.1,402.7,407.64,394.15,382.8,376.21,333.59,325.46,163449,1314.5
1998-11-04,407.5,413.49,401.79,413.47,402.78,386.27,379.28,335.4,326.17,152805,1311.5
1998-11-05,415.45,420.46,410.54,418.2,409.47,390.01,382.89,337.28,327.14,204122,1316
1998-11-06,419.34,436.12,416.07,416.3,412.04,394.31,386.39,339.05,328.08,233512,1312
1998-11-09,416.74,424.45,413.06,424.45,417.9,406.02,391.33,342.55,330.36,205814,1314.9
1998-11-10,423.2,423.2,403.24,403.24,415.85,409.32,392.32,344.11,331.19,206995,1317
1998-11-11,401.6,406.72,393.98,400.7,412.35,410.91,393.66,345.71,331.82,143346,1315.5
1998-11-12,402.7,407.63,400.72,403.52,409.79,410.92,394.42,347.27,332.57,132652,1316.5
1998-11-13,402.61,405.37,396.51,404.3,407.24,410.89,395.59,348.84,333.31,122671,1316.5
1998-11-16,418.61,426.07,412.56,422.21,408.99,412.42,399.34,352.3,335.15,166946,1316.3
1998-11-17,423.59,432.3,423.59,424.43,413.74,413.04,401.53,354.14,336.18,166984,1304.5
1998-11-18,425.78,428.33,420.64,423.74,417.78,413.79,404.05,355.93,337.2,162222,1294.5
1998-11-19,422,441.06,422,441.06,425.13,416.19,408.08,357.81,338.39,185422,1287
1998-11-20,443.34,464.12,440.87,452.93,432.87,419.04,412.53,359.92,339.65,243186,1263
1998-11-23,452.91,458.17,446.4,453.95,445.82,429.78,420.34,363.98,342.27,186094,1246
1998-11-24,454.5,466.34,454.5,460.78,453.22,435.5,423.21,366.31,343.48,187198,1252
1998-11-25,461.27,467.13,457.87,464.01,457.81,441.47,426.18,368.71,344.75,220863,1250
1998-11-26,462.95,465.23,446.59,446.59,456.55,444.71,428.13,370.91,345.9,213501,1240
1998-11-27,445.97,450.29,439.19,447,454.47,447.19,429.8,373.19,347.06,167643,1242
1998-11-30,455.44,461.16,450.31,451.88,453.03,453.13,433.46,377.92,349.4,238353,1246
1998-12-01,451.85,451.85,438.42,445.96,449.42,453.62,434.9,380.31,350.46,191707,1245
1998-12-02,446.17,449.6,442.14,446.35,449.37,452.96,436,382.73,351.52,206682,1238
1998-12-03,447.87,455.66,447.87,448.11,449.59,452.03,438.24,385.24,352.68,206904,1226.9
1998-12-04,449.15,466.34,446.82,466.34,451.73,453.27,441.52,388.14,354.02,244841,1214
1998-12-07,491.98,518.22,491.98,514.52,473.21,461.31,451.39,394.85,357.33,328263,1208
1998-12-08,514.68,541.23,505.35,509.85,485.91,467.64,456.17,398.28,358.97,329460,1217
1998-12-09,511.9,526.52,511.9,526.52,501.59,475.59,461.39,401.95,360.6,304744,1215
1998-12-10,534.47,568.8,534.47,567.61,521.84,486.79,468.55,406.32,362.46,357466,1207
1998-12-11,561.3,576.14,551.67,555.17,534.73,497.11,475.12,410.36,364.05,335463,1207
1998-12-14,558.43,570.54,541.26,559.3,543.69,508.45,481.03,414.51,365.67,330022,1204
1998-12-15,558.01,586.11,554.2,579.86,557.69,521.8,487.38,419.08,367.48,331135,1211.5
1998-12-16,582.16,599.32,539.55,545.97,561.58,531.59,491.81,423.05,369.19,394136,1208.5
1998-12-17,537.09,544.04,518.57,528.89,553.84,537.84,495.55,426.64,370.73,243990,1209.3
1998-12-18,528.4,537.56,515.74,524.85,547.77,541.25,498.76,430.3,372.37,234483,1208.2
1998-12-21,533.22,565.27,533.22,565.27,548.97,546.33,503.82,434.25,374.33,258943,1193
1998-12-22,565.18,572.86,546.03,547.75,542.55,550.12,508.88,437.74,376.1,304126,1204
1998-12-23,554.48,564.21,545.3,553.53,544.06,552.82,514.21,441.1,377.84,231042,1206
1998-12-24,554.56,561.47,547.8,555.36,549.35,551.6,519.19,444.58,379.6,231841,1207.3
1998-12-28,557.88,571.02,556.96,562.46,556.87,552.32,524.72,448.19,381.42,248464,1209.2
1999-01-04,575.41,600.45,575.41,587.57,561.33,555.15,531.8,451.84,383.51,198368,1186
1999-01-05,590.03,599.9,585.71,598.55,571.49,557.02,539.41,455.58,385.75,252579,1167
1999-01-06,602.66,612.38,596.55,612.36,583.26,563.66,547.62,459.39,388.08,260319,1158.5
1999-01-07,620.99,638.41,617.46,637.59,599.71,574.53,556.18,463.79,390.7,299019,1149
1999-01-08,635.16,642.54,625.56,626.33,612.48,584.68,562.97,467.75,393.25,292231,1172
1999-01-11,632.45,642.02,629.69,640.95,623.16,592.25,569.29,472.09,395.91,336979,1174
1999-01-12,648.13,651.95,621.67,631.19,629.68,600.59,575.35,476.23,398.55,313905,1173.5
1999-01-13,634.92,640.05,622.37,633.03,633.82,608.54,580.68,480.47,401.22,326842,1174
1999-01-14,628.31,628.31,597.55,604.42,627.18,613.45,582.52,484.2,403.67,316402,1186
1999-01-15,604.5,619.3,600.38,614.57,624.83,618.66,585.49,488.22,406.24,295538,1183.5
1999-01-18,617.38,630.21,617.38,622.52,621.15,622.15,588.65,492.59,408.91,288866,1181.5
1999-01-19,622.16,631.58,606.52,618.12,618.53,624.11,590.56,496.82,411.52,289520,1175.5
1999-01-20,622.64,627.75,611.74,613.43,614.61,624.22,593.94,500.88,414.12,215276,1165.5
1999-01-21,609.84,609.84,581.88,582.04,610.14,618.66,596.59,504.16,416.54,206789,1172.3
1999-01-22,576.97,576.97,550.58,550.58,597.34,611.09,597.88,506.62,418.61,216856,1180
1999-01-25,554.45,557.06,538.35,539.76,580.79,600.97,596.61,508.87,420.47,162838,1180
1999-01-26,550.85,562.46,531.2,531.23,563.41,590.97,595.78,510.93,422.26,169700,1176
1999-01-27,534.78,565.2,534.78,565.2,553.76,584.19,596.36,513.46,424.43,191976,1175
1999-01-28,567.88,578.1,565.18,571.47,551.65,580.89,597.17,516.01,426.65,206550,1175.7
1999-01-29,570.53,576.14,563.73,571.43,555.82,576.58,597.62,518.6,428.82,177932,1175
1999-02-01,572.95,582.17,570.34,581.67,564.2,572.49,597.32,521.34,431.02,185069,1174.5
1999-02-02,582.82,583.26,562.37,567.28,571.41,567.41,595.76,523.72,433.13,201991,1170.3
1999-02-03,566.67,566.67,549.95,553.33,569.04,561.4,592.81,526.22,435.17,177479,1170.2
1999-02-04,552.49,558.26,542.94,550.15,564.77,558.21,588.43,528.71,437.21,133163,1170.3
1999-02-05,550.4,557.94,543.39,551.39,560.76,558.29,584.69,531.18,439.22,143485,1170
1999-02-08,552.48,558.88,545.38,545.38,553.51,558.85,579.91,533.53,441.19,135832,1175.4
1999-02-09,539.42,539.42,518.22,523.38,544.73,558.07,574.52,535.35,442.93,129978,1175.9
1999-02-10,519.91,525.54,507.87,524.49,538.96,554,569.09,537.05,444.68,148324,1177.7
1999-02-11,524.59,534.88,523.08,523.99,533.73,549.25,565.07,538.71,446.42,120331,1174.9
1999-02-12,529.56,551.87,529.56,551.77,533.8,547.28,561.93,540.85,448.39,154762,1175.6
1999-02-18,556.43,556.96,536.16,536.41,532.01,542.76,557.63,542.44,450.13,122919,1181.9
1999-02-19,532.17,532.17,509.14,522.18,531.77,538.25,552.83,543.59,451.76,132799,1204
1999-02-22,514.51,514.51,502.89,508.49,528.57,533.76,547.58,544.44,453.25,117541,1216.1
1999-02-23,508.28,515.77,495.69,502.88,524.35,529.04,543.62,545.26,454.62,111718,1212.5
1999-02-24,501.74,509.79,498.42,498.42,513.68,523.74,541.02,545.88,456.1,114832,1217.5
1999-02-25,494.84,506.9,489.75,499.14,506.22,519.12,538.98,546.47,457.59,129439,1224
1999-02-26,503.97,520.06,503.97,520.06,505.8,518.78,538.43,547.69,459.3,127012,1223
1999-03-02,524.98,543.58,524.76,533.97,510.89,519.73,536.86,549.14,461.17,156815,1224.3
1999-03-03,535.66,541.1,528.47,534.49,517.22,520.78,535.02,550.46,463.01,130704,1229.4
1999-03-04,535.09,537.03,527.55,532.29,523.99,518.83,533.06,551.8,464.86,119408,1239.5
1999-03-05,530.22,540.82,525.44,538.19,531.8,519.01,530.88,553.34,466.82,145299,1242
1999-03-08,544.5,573.25,544.5,571.84,542.16,523.98,531.11,555.43,469.08,223095,1239
1999-03-09,575.53,580.58,565.34,572.85,549.93,530.41,532.09,557.51,471.37,217889,1236
1999-03-10,571.22,571.22,560.68,569.27,556.89,537.05,533.04,559.22,473.68,157426,1233
1999-03-11,568.34,587.65,568.34,582,566.83,545.41,534.57,560.74,476.1,242645,1230.5
1999-03-12,585.95,593.24,583.45,590.8,577.35,554.58,536.85,562.01,478.43,247652,1233.8
1999-03-15,595.62,604.82,589.63,592.02,581.39,561.77,540.28,563.38,480.83,234664,1230.9
1999-03-16,591.49,602.17,587.03,601.83,587.18,568.56,544.14,564.64,483.3,203417,1227
1999-03-17,606.73,613.35,598.49,600.52,593.43,575.16,547.97,565.19,485.75,276950,1227.9
1999-03-18,597.72,605.96,578.74,578.98,592.83,579.83,549.33,565.58,487.97,188121,1225.5
1999-03-19,580.75,606,580.75,604.22,595.51,586.43,552.72,566.33,490.42,183829,1220.8
1999-03-22,605.22,620.53,598.96,607.74,598.66,590.02,557,566.8,492.94,196401,1222.6
1999-03-23,610.07,614.34,603.44,614.34,601.16,594.17,562.29,567.94,495.49,163812,1225
1999-03-24,610.36,613.42,603.25,611.48,603.35,598.39,567.72,569.31,497.97,193839,1223.3
1999-03-25,607.45,621.18,604.62,611.07,609.77,601.3,573.36,570.75,500.52,205006,1223
1999-03-26,611.43,619.8,609.13,609.79,610.88,603.2,578.89,571.49,502.87,153963,1223
1999-03-29,603.71,606.81,596.73,601.07,609.55,604.1,582.94,572.38,505.06,151172,1225.3
1999-03-30,609.06,619.28,609.06,618.05,610.29,605.73,587.14,573.46,507.28,160000,1224.6
1999-03-31,618.2,622.91,614.83,618.98,611.79,607.57,591.37,574.52,509.55,165618,1227
1999-04-01,618.34,638.29,616.84,636.89,616.96,613.36,596.6,575.76,511.97,206111,1223.8
1999-04-02,640.15,651.94,640.15,646.78,624.35,617.62,602.03,576.74,514.29,262748,1224.6
1999-04-06,650.71,669.28,650.71,666.73,637.49,623.52,606.77,577.88,516.73,269134,1225
1999-04-07,668.6,690.52,668.6,673.36,648.55,629.42,611.8,578.9,519.15,318903,1223
1999-04-08,672.36,683.34,667.15,681.19,660.99,636.39,617.39,579.62,521.71,270582,1223.1
1999-04-09,685.81,692.02,677.47,687.42,671.1,644.03,622.66,580.64,524.2,342030,1223.1
1999-04-12,692.6,700.44,681.87,689.64,679.67,652.01,627.61,581.45,526.77,343317,1223.1
1999-04-13,689.01,701.03,683.09,689.8,684.28,660.88,632.49,582.43,529.33,318184,1222
1999-04-14,692.63,695.6,684.75,687.41,687.09,667.82,636.77,583.34,531.9,272608,1215.5
1999-04-15,688.64,722.03,688.64,722.01,695.26,678.12,642.85,585.3,534.75,370697,1218.5
1999-04-16,721.11,740.28,718.22,725.14,702.8,686.95,650.16,587.14,537.68,387938,1217
1999-04-19,742.51,766.59,739.38,766.59,718.19,698.93,658.27,589.54,541.06,315354,1204
1999-04-20,768.13,780.73,759.81,770.43,734.32,709.3,666.41,592.08,544.45,340105,1190
1999-04-21,769.05,772.67,743.26,743.26,745.49,716.29,672.85,594.24,547.56,336263,1188.2
1999-04-22,742.84,750.35,721.64,740.4,749.16,722.21,679.3,596.88,550.52,268284,1195
1999-04-23,742.81,762.56,742.46,750.99,754.33,728.57,686.3,600.22,553.42,303243,1192
1999-04-26,752.37,778.06,749.89,776.3,756.28,737.23,694.62,604.16,556.52,340061,1186
1999-04-27,779.86,795.94,774.25,793.98,760.99,747.65,704.27,608.54,559.74,372360,1183.5
1999-04-28,791.44,806.41,779.61,790.03,770.34,757.91,712.87,612.29,562.87,392374,1180
1999-04-29,787.56,789.93,752.61,752.61,772.78,760.97,719.55,615.31,565.66,332692,1175.5
1999-04-30,756.38,761.78,739.3,752.59,773.1,763.72,725.33,618.33,568.46,314755,1188
1999-05-03,757.6,765.17,747.17,756.53,769.15,762.71,730.82,621.24,571.29,319727,1190.1
1999-05-04,757.6,776.26,757.6,771.17,764.59,762.79,736.04,624.64,574.18,327403,1196.9
1999-05-06,775.68,810.59,775.68,810.54,768.69,769.51,742.9,628.93,577.58,383618,1200
1999-05-07,813.71,826.04,806.08,810.62,780.29,776.54,749.37,633.27,580.99,376248,1203
1999-05-10,810.22,818.68,799.78,814.24,792.62,782.86,755.71,637.65,584.41,356625,1201
1999-05-11,813.68,820.36,781.39,781.41,797.6,783.37,760.3,641.58,587.56,367382,1198
1999-05-12,782.28,787.04,760.89,773.13,797.99,781.29,764.47,645.75,590.55,298315,1205.5
1999-05-13,773.55,774.01,742.37,742.37,784.35,776.52,767.22,649.38,593.22,293465,1206.2
1999-05-14,744.02,758.16,729.7,737.83,769.8,775.04,768.01,652.94,595.83,255148,1207.5
1999-05-17,736.25,736.25,716.42,717.83,750.51,771.57,767.64,655.71,598.28,173418,1207.5
1999-05-18,717.08,729.29,713.15,729.29,740.09,768.84,765.78,658.92,600.68,169130,1200.5
1999-05-19,732.17,740.26,726.22,734.98,732.46,765.22,764.01,662.47,603.03,229010,1199.7
1999-05-20,735,735.14,704.6,708.6,725.71,755.03,762.27,665.81,605.12,198029,1196.9
1999-05-21,710.64,715.81,699.64,710.49,720.24,745.02,760.78,669.27,607.26,170489,1194.5
1999-05-24,706.76,708.17,692.03,695.6,715.79,733.15,758.01,672.55,609.22,134666,1189
1999-05-25,690.88,704.01,690.04,698.69,709.67,724.88,754.13,675.88,611.17,153858,1187
1999-05-26,701.35,720.05,693.53,720.05,706.69,719.57,750.43,679.21,613.45,203931,1191
1999-05-27,726.23,742.37,723.07,726.66,710.3,718,747.26,682.42,615.78,235461,1188.3
1999-05-28,730.93,734.98,721.93,732.24,714.65,717.44,746.24,685.72,618.09,206053,1186.2
1999-05-31,734.76,747.97,733.26,736.02,722.73,719.26,745.41,689.11,620.46,185907,1186.2
1999-06-01,733.28,761.03,728.34,753.72,733.74,721.71,745.27,692.71,623.02,160908,1187
1999-06-02,760.57,784.73,760.57,775,744.73,725.71,745.47,696.09,625.76,235452,1186
1999-06-03,782.34,789.12,759.62,778.21,755.04,732.67,743.85,699.52,628.51,233429,1184.7
1999-06-04,779.54,801.94,779.54,797.5,768.09,741.37,743.19,703.32,631.27,205881,1183.8
1999-06-07,816.35,842.32,812.82,842.32,789.35,756.04,744.6,707.66,634.2,260399,1183.2
1999-06-08,850.01,854.56,830.67,853.6,809.33,771.53,748.21,712.04,637.03,305742,1178.5
1999-06-09,847.08,847.28,803.46,803.46,815.02,779.87,749.72,715.56,639.47,250992,1165.5
1999-06-10,807.35,856.06,793.15,856.06,830.59,792.81,755.41,719.8,642.22,232255,1167
1999-06-11,848.66,867.74,832.8,848.61,840.81,804.45,760.95,723.93,644.56,285122,1167.6
1999-06-14,834.62,840.89,811.02,821.91,836.73,813.04,766.15,727.98,646.78,208808,1170
1999-06-15,810.32,823.41,789.82,803.72,826.75,818.04,769.87,731.31,648.82,208133,1165.9
1999-06-16,811.38,833.52,808.13,829.53,831.97,823.49,774.6,735,650.9,175559,1164.3
1999-06-17,838.8,861.72,832.26,832.26,827.21,828.9,780.78,738.64,653.29,224397,1167
1999-06-18,836.6,850.95,827.21,837.73,825.03,832.92,787.14,742.41,655.86,196035,1164
1999-06-21,846.54,869.7,846.54,869,834.45,835.59,795.81,746.71,658.73,242845,1165.5
1999-06-22,870.46,881.12,861.17,875.97,848.9,837.83,804.68,751.14,661.32,310894,1159.4
1999-06-23,880.16,897.22,871.67,888.63,860.72,846.34,813.11,755.94,664.16,291170,1162.8
