Time,Open,High,Low,Close,5MA,10MA,20MA,60MA,120MA,Volume
2010-03-26,10840.00 ,10935.00 ,10685.00 ,10900.00 ,10769.00 ,10678.00 ,10467.50 ,,,955701.00 
2010-03-29,10740.00 ,10970.00 ,10735.00 ,10850.00 ,10823.00 ,10731.50 ,10526.25 ,,,840254.00 
2010-03-30,10975.00 ,11000.00 ,10930.00 ,10980.00 ,10866.00 ,10795.50 ,10576.75 ,,,707185.00 
2010-03-31,10985.00 ,11005.00 ,10855.00 ,10885.00 ,10890.00 ,10806.00 ,10621.00 ,,,656581.00 
2010-04-01,10890.00 ,11290.00 ,10890.00 ,11245.00 ,10972.00 ,10863.00 ,10684.25 ,,,872533.00 
2010-04-02,11310.00 ,11375.00 ,11230.00 ,11370.00 ,11066.00 ,10917.50 ,10740.50 ,,,855473.00 
2010-04-05,11485.00 ,11485.00 ,11330.00 ,11485.00 ,11193.00 ,11008.00 ,10784.50 ,,,827242.00 
2010-04-06,11515.00 ,11560.00 ,11415.00 ,11480.00 ,11293.00 ,11079.50 ,10830.75 ,,,744603.00 
2010-04-07,11480.00 ,11535.00 ,11450.00 ,11455.00 ,11407.00 ,11148.50 ,10876.50 ,,,615961.00 
2010-04-08,11390.00 ,11545.00 ,11380.00 ,11495.00 ,11457.00 ,11214.50 ,10927.50 ,,,968367.00 
2010-04-09,11505.00 ,11550.00 ,11195.00 ,11400.00 ,11463.00 ,11264.50 ,10971.25 ,,,1629813.00 
2010-04-12,11460.00 ,11520.00 ,11105.00 ,11210.00 ,11408.00 ,11300.50 ,11016.00 ,,,1960438.00 
2010-04-13,11245.00 ,11270.00 ,11030.00 ,11175.00 ,11347.00 ,11320.00 ,11057.75 ,,,1739466.00 
2010-04-14,11230.00 ,11545.00 ,11225.00 ,11510.00 ,11358.00 ,11382.50 ,11094.25 ,,,1969678.00 
2010-04-15,11650.00 ,11655.00 ,11460.00 ,11575.00 ,11374.00 ,11415.50 ,11139.25 ,,,1699393.00 
2010-04-16,11520.00 ,11555.00 ,11280.00 ,11410.00 ,11376.00 ,11419.50 ,11168.50 ,,,1805478.00 
2010-04-19,11180.00 ,11290.00 ,10985.00 ,11020.00 ,11338.00 ,11373.00 ,11190.50 ,,,1963118.00 
2010-04-20,11120.00 ,11225.00 ,11070.00 ,11165.00 ,11336.00 ,11341.50 ,11210.50 ,,,1392466.00 
2010-04-21,11250.00 ,11600.00 ,11250.00 ,11550.00 ,11344.00 ,11351.00 ,11249.75 ,,,1750223.00 
2010-04-22,11500.00 ,11500.00 ,11265.00 ,11410.00 ,11311.00 ,11342.50 ,11278.50 ,,,1321044.00 
2010-04-23,11500.00 ,11520.00 ,11335.00 ,11385.00 ,11306.00 ,11341.00 ,11302.75 ,,,1514035.00 
2010-04-26,11550.00 ,11750.00 ,11505.00 ,11630.00 ,11428.00 ,11383.00 ,11341.75 ,,,1507517.00 
2010-04-27,11630.00 ,11650.00 ,11515.00 ,11605.00 ,11516.00 ,11426.00 ,11373.00 ,,,1076457.00 
2010-04-28,11280.00 ,11315.00 ,11115.00 ,11300.00 ,11466.00 ,11405.00 ,11393.75 ,,,2015047.00 
2010-04-29,11370.00 ,11380.00 ,11160.00 ,11295.00 ,11443.00 ,11377.00 ,11396.25 ,,,1505462.00 
2010-04-30,11400.00 ,11525.00 ,11400.00 ,11455.00 ,11457.00 ,11381.50 ,11400.50 ,,,1609796.00 
2010-05-03,11385.00 ,11455.00 ,11100.00 ,11140.00 ,11359.00 ,11393.50 ,11383.25 ,,,1999341.00 
2010-05-04,11260.00 ,11305.00 ,11050.00 ,11115.00 ,11261.00 ,11388.50 ,11365.00 ,,,1865322.00 
2010-05-06,10660.00 ,11095.00 ,10565.00 ,10620.00 ,11125.00 ,11295.50 ,11323.25 ,,,2407801.00 
2010-05-07,10130.00 ,10285.00 ,9905.00 ,10135.00 ,10893.00 ,11168.00 ,11255.25 ,,,3318924.00 
2010-05-10,10240.00 ,10525.00 ,10215.00 ,10500.00 ,10702.00 ,11079.50 ,11210.25 ,,,1953207.00 
2010-05-11,10750.00 ,10755.00 ,10325.00 ,10355.00 ,10545.00 ,10952.00 ,11167.50 ,,,2834261.00 
2010-05-12,10445.00 ,10590.00 ,10310.00 ,10310.00 ,10384.00 ,10822.50 ,11124.25 ,10112.25 ,,1891276.00 
2010-05-13,10510.00 ,10800.00 ,10510.00 ,10695.00 ,10399.00 ,10762.00 ,11083.50 ,10290.50 ,,1743660.00 
2010-05-14,10580.00 ,10780.00 ,10420.00 ,10685.00 ,10509.00 ,10701.00 ,11039.00 ,10468.58 ,,1659526.00 
2010-05-17,10425.00 ,10425.00 ,10090.00 ,10160.00 ,10441.00 ,10571.50 ,10976.50 ,10637.92 ,,2988649.00 
2010-05-18,10235.00 ,10285.00 ,9970.00 ,10095.00 ,10389.00 ,10467.00 ,10930.25 ,10806.17 ,,2712558.00 
2010-05-19,9965.00 ,9970.00 ,9630.00 ,9845.00 ,10296.00 ,10340.00 ,10864.25 ,10800.83 ,,4025330.00 
2010-05-20,9745.00 ,9955.00 ,9465.00 ,9565.00 ,10070.00 ,10234.50 ,10765.00 ,10790.83 ,,2809296.00 
2010-05-24,9400.00 ,9755.00 ,9400.00 ,9635.00 ,9860.00 ,10184.50 ,10676.25 ,10785.83 ,,2585186.00 
2010-05-25,9485.00 ,9485.00 ,8975.00 ,9120.00 ,9652.00 ,10046.50 ,10563.00 ,10777.75 ,,5817346.00 
2010-05-26,9240.00 ,9420.00 ,9060.00 ,9250.00 ,9483.00 ,9936.00 ,10444.00 ,10770.67 ,,3830423.00 
2010-05-27,9140.00 ,9620.00 ,9100.00 ,9570.00 ,9428.00 ,9862.00 ,10342.25 ,10764.00 ,,3424662.00 
2010-05-28,9765.00 ,9820.00 ,9615.00 ,9800.00 ,9475.00 ,9772.50 ,10267.25 ,10760.67 ,,3557822.00 
2010-05-31,9730.00 ,9975.00 ,9715.00 ,9950.00 ,9538.00 ,9699.00 ,10200.00 ,10760.17 ,,3062322.00 
2010-06-01,9890.00 ,9995.00 ,9850.00 ,9890.00 ,9692.00 ,9672.00 ,10121.75 ,10754.25 ,,2515831.00 
2010-06-03,10015.00 ,10375.00 ,9980.00 ,10340.00 ,9910.00 ,9696.50 ,10081.75 ,10749.83 ,,2328654.00 
2010-06-04,10365.00 ,10400.00 ,10260.00 ,10360.00 ,10068.00 ,9748.00 ,10044.00 ,10746.58 ,,2125914.00 
2010-06-07,9920.00 ,10030.00 ,9795.00 ,10005.00 ,10109.00 ,9792.00 ,10013.25 ,10737.67 ,,3179127.00 
2010-06-08,9970.00 ,10265.00 ,9880.00 ,10205.00 ,10160.00 ,9849.00 ,10016.75 ,10733.17 ,,3153983.00 
2010-06-09,10225.00 ,10240.00 ,10020.00 ,10090.00 ,10200.00 ,9946.00 ,9996.25 ,10725.92 ,,2648229.00 
2010-06-10,10120.00 ,10310.00 ,10025.00 ,10200.00 ,10172.00 ,10041.00 ,9988.50 ,10724.00 ,,3084847.00 
2010-06-11,10425.00 ,10550.00 ,10315.00 ,10500.00 ,10200.00 ,10134.00 ,9998.00 ,10726.67 ,,3503401.00 
2010-06-14,10605.00 ,10845.00 ,10580.00 ,10720.00 ,10343.00 ,10226.00 ,9999.25 ,10725.67 ,,2457916.00 
2010-06-15,10750.00 ,10825.00 ,10620.00 ,10740.00 ,10450.00 ,10305.00 ,10002.00 ,10726.75 ,,2033721.00 
2010-06-16,11010.00 ,11010.00 ,10820.00 ,10900.00 ,10612.00 ,10406.00 ,10039.00 ,10728.00 ,,2659246.00 
2010-06-17,10905.00 ,10975.00 ,10865.00 ,10905.00 ,10753.00 ,10462.50 ,10079.50 ,10733.42 ,,1500339.00 
2010-06-18,10925.00 ,10970.00 ,10850.00 ,10930.00 ,10839.00 ,10519.50 ,10133.75 ,10736.17 ,,1939285.00 
2010-06-21,11100.00 ,11360.00 ,11090.00 ,11295.00 ,10954.00 ,10648.50 ,10220.25 ,10745.00 ,,3515036.00 
2010-06-22,11210.00 ,11230.00 ,11110.00 ,11180.00 ,11042.00 ,10746.00 ,10297.50 ,10750.75 ,,1698592.00 
2010-06-23,11020.00 ,11200.00 ,11020.00 ,11075.00 ,11077.00 ,10844.50 ,10395.25 ,10753.67 ,,1985684.00 
2010-06-24,11095.00 ,11300.00 ,11030.00 ,11225.00 ,11141.00 ,10947.00 ,10494.00 ,10759.92 ,,1839712.00 
2010-06-25,11055.00 ,11160.00 ,10975.00 ,11060.00 ,11167.00 ,11003.00 ,10568.50 ,10761.25 ,,2628016.00 
2010-06-28,11140.00 ,11165.00 ,11010.00 ,11115.00 ,11131.00 ,11042.50 ,10634.25 ,10765.08 ,,1740961.00 
2010-06-29,11135.00 ,11240.00 ,10800.00 ,10810.00 ,11057.00 ,11049.50 ,10677.25 ,10757.83 ,,3360240.00 
2010-06-30,10530.00 ,10640.00 ,10445.00 ,10590.00 ,10960.00 ,11018.50 ,10712.25 ,10744.83 ,,2830728.00 
2010-07-01,10440.00 ,10575.00 ,10140.00 ,10380.00 ,10791.00 ,10966.00 ,10714.25 ,10726.42 ,,3929774.00 
2010-07-02,10400.00 ,10475.00 ,10200.00 ,10240.00 ,10627.00 ,10897.00 ,10708.25 ,10705.75 ,,2276258.00 
2010-07-05,10260.00 ,10340.00 ,10180.00 ,10300.00 ,10464.00 ,10797.50 ,10723.00 ,10686.50 ,,1390457.00 
2010-07-06,10250.00 ,10435.00 ,9950.00 ,10375.00 ,10377.00 ,10717.00 ,10731.50 ,10667.83 ,,3990453.00 
2010-07-07,10430.00 ,10435.00 ,10150.00 ,10260.00 ,10311.00 ,10635.50 ,10740.00 ,10648.83 ,,2533701.00 
2010-07-08,10505.00 ,10650.00 ,10505.00 ,10630.00 ,10361.00 ,10576.00 ,10761.50 ,10639.17 ,,2928142.00 
2010-07-09,10760.00 ,10980.00 ,10605.00 ,10965.00 ,10506.00 ,10566.50 ,10784.75 ,10635.67 ,,4127959.00 
2010-07-12,11050.00 ,11065.00 ,10955.00 ,11050.00 ,10656.00 ,10560.00 ,10801.25 ,10628.00 ,,2123613.00 
2010-07-13,11070.00 ,11345.00 ,11070.00 ,11155.00 ,10812.00 ,10594.50 ,10822.00 ,10621.00 ,,3446609.00 
2010-07-14,11370.00 ,11565.00 ,11355.00 ,11480.00 ,11056.00 ,10683.50 ,10851.00 ,10622.17 ,,2696886.00 
2010-07-15,11425.00 ,11480.00 ,11345.00 ,11380.00 ,11206.00 ,10783.50 ,10874.75 ,10628.17 ,,2345500.00 
2010-07-16,11365.00 ,11405.00 ,11150.00 ,11180.00 ,11249.00 ,10877.50 ,10887.25 ,10628.42 ,,2962303.00 
2010-07-19,10870.00 ,11150.00 ,10840.00 ,11000.00 ,11239.00 ,10947.50 ,10872.50 ,10619.25 ,,2737512.00 
2010-07-20,11010.00 ,11120.00 ,10870.00 ,11055.00 ,11219.00 ,11015.50 ,10866.25 ,10613.33 ,,2915241.00 
2010-07-21,11240.00 ,11330.00 ,11115.00 ,11280.00 ,11179.00 ,11117.50 ,10876.50 ,10611.58 ,,2846332.00 
2010-07-22,11125.00 ,11315.00 ,11090.00 ,11110.00 ,11125.00 ,11165.50 ,10870.75 ,10602.92 ,,2568602.00 
2010-07-23,11375.00 ,11450.00 ,11265.00 ,11400.00 ,11169.00 ,11209.00 ,10887.75 ,10599.50 ,,2826669.00 
2010-07-26,11520.00 ,11580.00 ,11405.00 ,11560.00 ,11281.00 ,11260.00 ,10910.00 ,10603.83 ,,2255981.00 
2010-07-27,11640.00 ,11645.00 ,11550.00 ,11555.00 ,11381.00 ,11300.00 ,10947.25 ,10608.17 ,,2226665.00 
2010-07-28,11500.00 ,11680.00 ,11500.00 ,11680.00 ,11461.00 ,11320.00 ,11001.75 ,10611.92 ,,2300548.00 
2010-07-29,11620.00 ,11670.00 ,11570.00 ,11610.00 ,11561.00 ,11343.00 ,11063.25 ,10619.75 ,,1720195.00 
2010-07-30,11575.00 ,11605.00 ,11400.00 ,11410.00 ,11563.00 ,11366.00 ,11121.75 ,10624.67 ,,2937674.00 
2010-08-02,11525.00 ,11780.00 ,11515.00 ,11740.00 ,11599.00 ,11440.00 ,11193.75 ,10643.33 ,,2307311.00 
2010-08-03,11915.00 ,11915.00 ,11780.00 ,11840.00 ,11656.00 ,11518.50 ,11267.00 ,10671.75 ,,2415887.00 
2010-08-04,11875.00 ,11880.00 ,11660.00 ,11775.00 ,11675.00 ,11568.00 ,11342.75 ,10693.00 ,,2215718.00 
2010-08-05,11855.00 ,11930.00 ,11630.00 ,11760.00 ,11705.00 ,11633.00 ,11399.25 ,10716.42 ,,3201402.00 
2010-08-06,11705.00 ,11775.00 ,11585.00 ,11725.00 ,11768.00 ,11665.50 ,11437.25 ,10740.00 ,10426.13 ,1905935.00 
2010-08-09,11655.00 ,11795.00 ,11590.00 ,11795.00 ,11779.00 ,11689.00 ,11474.50 ,10758.33 ,10524.42 ,1387908.00 
2010-08-10,11795.00 ,11835.00 ,11640.00 ,11670.00 ,11745.00 ,11700.50 ,11500.25 ,10774.75 ,10621.67 ,2219452.00 
2010-08-11,11550.00 ,11610.00 ,11275.00 ,11280.00 ,11646.00 ,11660.50 ,11490.25 ,10793.42 ,10715.67 ,3338163.00 
2010-08-12,11045.00 ,11090.00 ,10870.00 ,10870.00 ,11468.00 ,11586.50 ,11464.75 ,10806.33 ,10806.25 ,2423623.00 
2010-08-13,10945.00 ,11130.00 ,10855.00 ,11105.00 ,11344.00 ,11556.00 ,11461.00 ,10827.33 ,10814.08 ,2057113.00 
2010-08-16,11065.00 ,11075.00 ,10715.00 ,11055.00 ,11196.00 ,11487.50 ,11463.75 ,10852.17 ,10821.50 ,3342640.00 
2010-08-17,11020.00 ,11255.00 ,10900.00 ,11255.00 ,11113.00 ,11429.00 ,11473.75 ,10879.17 ,10832.50 ,2496399.00 
2010-08-18,11285.00 ,11350.00 ,11200.00 ,11325.00 ,11122.00 ,11384.00 ,11476.00 ,10915.92 ,10846.83 ,2794495.00 
2010-08-19,11315.00 ,11675.00 ,11305.00 ,11650.00 ,11278.00 ,11373.00 ,11503.00 ,10955.92 ,10863.29 ,2150478.00 
2010-08-20,11500.00 ,11620.00 ,11440.00 ,11540.00 ,11365.00 ,11354.50 ,11510.00 ,10988.75 ,10876.38 ,2065548.00 
2010-08-23,11565.00 ,11785.00 ,11475.00 ,11500.00 ,11454.00 ,11325.00 ,11507.00 ,11017.08 ,10888.88 ,3619722.00 
2010-08-24,11445.00 ,11550.00 ,11195.00 ,11350.00 ,11473.00 ,11293.00 ,11496.75 ,11040.42 ,10900.29 ,3398759.00 
2010-08-25,11220.00 ,11270.00 ,11020.00 ,11020.00 ,11412.00 ,11267.00 ,11463.75 ,11059.25 ,10906.75 ,3589358.00 
2010-08-26,11105.00 ,11140.00 ,10955.00 ,10960.00 ,11274.00 ,11276.00 ,11431.25 ,11069.58 ,10909.71 ,2653073.00 
2010-08-27,10860.00 ,11000.00 ,10810.00 ,10930.00 ,11152.00 ,11258.50 ,11407.25 ,11079.08 ,10912.83 ,2543331.00 
2010-08-30,11180.00 ,11375.00 ,11145.00 ,11370.00 ,11126.00 ,11290.00 ,11388.75 ,11101.83 ,10919.75 ,2380858.00 
2010-08-31,11170.00 ,11250.00 ,11035.00 ,11040.00 ,11064.00 ,11268.50 ,11348.75 ,11115.75 ,10924.46 ,2849817.00 
2010-09-01,11110.00 ,11425.00 ,11110.00 ,11365.00 ,11133.00 ,11272.50 ,11328.25 ,11137.00 ,10931.46 ,2355485.00 
2010-09-02,11620.00 ,11630.00 ,11390.00 ,11520.00 ,11245.00 ,11259.50 ,11316.25 ,11159.00 ,10941.50 ,3266041.00 
2010-09-03,11575.00 ,11645.00 ,11515.00 ,11530.00 ,11365.00 ,11258.50 ,11306.50 ,11176.17 ,10951.42 ,2345277.00 
2010-09-06,11670.00 ,11715.00 ,11625.00 ,11705.00 ,11432.00 ,11279.00 ,11302.00 ,11192.58 ,10959.13 ,1504725.00 
2010-09-07,11705.00 ,11725.00 ,11625.00 ,11625.00 ,11549.00 ,11306.50 ,11299.75 ,11207.33 ,10967.04 ,1394570.00 
2010-09-08,11540.00 ,11570.00 ,11395.00 ,11485.00 ,11573.00 ,11353.00 ,11310.00 ,11217.08 ,10972.54 ,2338351.00 
2010-09-09,11525.00 ,11640.00 ,11425.00 ,11570.00 ,11583.00 ,11414.00 ,11345.00 ,11228.17 ,10980.79 ,2873768.00 
2010-09-10,11620.00 ,11920.00 ,11620.00 ,11820.00 ,11641.00 ,11503.00 ,11380.75 ,11243.00 ,10989.58 ,2737790.00 
2010-09-13,11900.00 ,12080.00 ,11900.00 ,12045.00 ,11709.00 ,11570.50 ,11430.25 ,11255.50 ,11000.25 ,2109302.00 
2010-09-14,12080.00 ,12115.00 ,12005.00 ,12030.00 ,11790.00 ,11669.50 ,11469.00 ,11269.67 ,11010.21 ,3236992.00 
2010-09-15,12045.00 ,12190.00 ,11990.00 ,12100.00 ,11913.00 ,11743.00 ,11507.75 ,11286.75 ,11020.21 ,2666402.00 
2010-09-16,12120.00 ,12130.00 ,11945.00 ,11945.00 ,11988.00 ,11785.50 ,11522.50 ,11298.75 ,11029.33 ,1950046.00 
2010-09-17,12020.00 ,12175.00 ,11970.00 ,12160.00 ,12056.00 ,11848.50 ,11553.50 ,11317.08 ,11039.17 ,2027380.00 
2010-09-20,12080.00 ,12230.00 ,11980.00 ,12160.00 ,12079.00 ,11894.00 ,11586.50 ,11334.50 ,11049.79 ,2104022.00 
2010-09-24,12105.00 ,12315.00 ,12085.00 ,12280.00 ,12129.00 ,11959.50 ,11633.00 ,11359.00 ,11058.42 ,2221585.00 
2010-09-27,12430.00 ,12515.00 ,12395.00 ,12475.00 ,12204.00 ,12058.50 ,11705.75 ,11390.42 ,11067.63 ,2073888.00 
2010-09-28,12415.00 ,12515.00 ,12415.00 ,12455.00 ,12306.00 ,12147.00 ,11780.50 ,11425.00 ,11075.71 ,1331268.00 
2010-09-29,12520.00 ,12750.00 ,12515.00 ,12615.00 ,12397.00 ,12226.50 ,11864.75 ,11464.58 ,11085.17 ,1538809.00 
2010-09-30,12640.00 ,12680.00 ,12580.00 ,12630.00 ,12491.00 ,12285.00 ,11927.75 ,11503.42 ,11094.96 ,1658921.00 
2010-10-01,12675.00 ,12880.00 ,12630.00 ,12765.00 ,12588.00 ,12358.50 ,12014.00 ,11543.25 ,11105.54 ,2067292.00 
2010-10-04,12860.00 ,12860.00 ,12730.00 ,12740.00 ,12641.00 ,12422.50 ,12082.75 ,11584.58 ,11116.71 ,2495291.00 
2010-10-05,12670.00 ,12820.00 ,12660.00 ,12790.00 ,12708.00 ,12507.00 ,12146.25 ,11620.58 ,11129.88 ,2093690.00 
2010-10-06,13010.00 ,13170.00 ,12950.00 ,13150.00 ,12815.00 ,12606.00 ,12227.25 ,11657.00 ,11146.33 ,1692478.00 
2010-10-07,13140.00 ,13150.00 ,13045.00 ,13080.00 ,12905.00 ,12698.00 ,12296.00 ,11690.83 ,11159.42 ,2111649.00 
2010-10-08,13100.00 ,13120.00 ,12950.00 ,13005.00 ,12953.00 ,12770.50 ,12365.00 ,11721.67 ,11171.33 ,2601023.00 
2010-10-11,13140.00 ,13150.00 ,12900.00 ,12900.00 ,12985.00 ,12813.00 ,12435.75 ,11745.33 ,11183.75 ,1949344.00 
2010-10-12,12900.00 ,13000.00 ,12500.00 ,12575.00 ,12942.00 ,12825.00 ,12486.00 ,11765.25 ,11196.71 ,4169081.00 
2010-10-13,12660.00 ,12750.00 ,12550.00 ,12675.00 ,12847.00 ,12831.00 ,12528.75 ,11790.17 ,11209.29 ,2446414.00 
2010-10-14,12800.00 ,13005.00 ,12785.00 ,13005.00 ,12832.00 ,12868.50 ,12576.75 ,11823.58 ,11221.42 ,2598144.00 
2010-10-15,13005.00 ,13075.00 ,12915.00 ,13055.00 ,12842.00 ,12897.50 ,12628.00 ,11856.92 ,11235.13 ,2045435.00 
2010-10-18,13060.00 ,13075.00 ,12595.00 ,12595.00 ,12781.00 ,12883.00 ,12652.75 ,11878.83 ,11245.21 ,3526820.00 
2010-10-19,12695.00 ,12720.00 ,12360.00 ,12365.00 ,12739.00 ,12840.50 ,12673.75 ,11899.75 ,11251.33 ,2788030.00 
2010-10-20,12245.00 ,12580.00 ,12075.00 ,12505.00 ,12705.00 ,12776.00 ,12691.00 ,11918.17 ,11258.83 ,4799044.00 
2010-10-21,12585.00 ,12600.00 ,12315.00 ,12590.00 ,12622.00 ,12727.00 ,12712.50 ,11935.33 ,11269.58 ,3144701.00 
2010-10-22,12650.00 ,12925.00 ,12645.00 ,12895.00 ,12590.00 ,12716.00 ,12743.25 ,11957.67 ,11282.92 ,2858777.00 
2010-10-25,12945.00 ,13245.00 ,12925.00 ,13165.00 ,12704.00 ,12742.50 ,12777.75 ,11982.42 ,11297.17 ,2639229.00 
2010-10-26,13160.00 ,13205.00 ,13070.00 ,13190.00 ,12869.00 ,12804.00 ,12814.50 ,12008.75 ,11314.25 ,2301810.00 
2010-10-27,13190.00 ,13235.00 ,12905.00 ,12955.00 ,12959.00 ,12832.00 ,12831.50 ,12034.50 ,11329.58 ,3315421.00 
2010-10-28,12975.00 ,13040.00 ,12915.00 ,12975.00 ,13036.00 ,12829.00 ,12848.75 ,12055.08 ,11349.21 ,1538776.00 
2010-10-29,13025.00 ,13065.00 ,12565.00 ,12595.00 ,12976.00 ,12783.00 ,12840.25 ,12067.67 ,11369.71 ,3373185.00 
2010-11-01,12705.00 ,13085.00 ,12585.00 ,13085.00 ,12960.00 ,12832.00 ,12857.50 ,12089.50 ,11391.25 ,2550420.00 
2010-11-02,13020.00 ,13155.00 ,12980.00 ,13100.00 ,12942.00 ,12905.50 ,12873.00 ,12111.83 ,11414.13 ,2578319.00 
2010-11-03,13180.00 ,13485.00 ,13180.00 ,13360.00 ,13023.00 ,12991.00 ,12883.50 ,12139.08 ,11439.54 ,4270374.00 
2010-11-04,13415.00 ,13500.00 ,13395.00 ,13460.00 ,13120.00 ,13078.00 ,12902.50 ,12166.83 ,11462.58 ,1659885.00 
2010-11-05,13800.00 ,13865.00 ,13465.00 ,13465.00 ,13294.00 ,13135.00 ,12925.50 ,12196.75 ,11485.75 ,2986904.00 
2010-11-08,13600.00 ,13620.00 ,13360.00 ,13550.00 ,13387.00 ,13173.50 ,12958.00 ,12234.58 ,11514.00 ,1940215.00 
2010-11-09,13600.00 ,13615.00 ,13435.00 ,13595.00 ,13486.00 ,13214.00 ,13009.00 ,12280.00 ,11543.17 ,1485224.00 
2010-11-10,13565.00 ,13930.00 ,13545.00 ,13930.00 ,13600.00 ,13311.50 ,13071.75 ,12327.08 ,11577.21 ,2125803.00 
2010-11-11,13895.00 ,14110.00 ,13835.00 ,13870.00 ,13682.00 ,13401.00 ,13115.00 ,12374.00 ,11613.08 ,2609087.00 
2010-11-12,13775.00 ,13855.00 ,13100.00 ,13225.00 ,13634.00 ,13464.00 ,13123.50 ,12406.83 ,11643.00 ,6164258.00 
2010-11-15,13185.00 ,13440.00 ,13155.00 ,13265.00 ,13577.00 ,13482.00 ,13157.00 ,12439.17 ,11677.54 ,2899902.00 
2010-11-16,13265.00 ,13340.00 ,12965.00 ,13070.00 ,13472.00 ,13479.00 ,13192.25 ,12462.83 ,11709.38 ,4100986.00 
2010-11-17,12920.00 ,13200.00 ,12825.00 ,13045.00 ,13295.00 ,13447.50 ,13219.25 ,12487.92 ,11738.33 ,2517348.00 
2010-11-18,13110.00 ,13480.00 ,13110.00 ,13470.00 ,13215.00 ,13448.50 ,13263.25 ,12520.75 ,11768.92 ,2827326.00 
2010-11-19,13540.00 ,13635.00 ,13445.00 ,13620.00 ,13294.00 ,13464.00 ,13299.50 ,12558.58 ,11799.50 ,2675930.00 
2010-11-22,13750.00 ,13860.00 ,13635.00 ,13755.00 ,13392.00 ,13484.50 ,13329.00 ,12604.17 ,11831.71 ,3406364.00 
2010-11-23,13670.00 ,13705.00 ,13365.00 ,13505.00 ,13479.00 ,13475.50 ,13344.75 ,12646.58 ,11858.08 ,3510141.00 
2010-11-24,13190.00 ,13575.00 ,12960.00 ,13540.00 ,13578.00 ,13436.50 ,13374.00 ,12690.08 ,11884.58 ,4644409.00 
2010-11-25,13615.00 ,13675.00 ,13370.00 ,13560.00 ,13596.00 ,13405.50 ,13403.25 ,12726.58 ,11914.21 ,3130537.00 
2010-11-26,13595.00 ,13680.00 ,13200.00 ,13250.00 ,13522.00 ,13408.00 ,13436.00 ,12763.42 ,11939.58 ,4385016.00 
2010-11-29,13205.00 ,13450.00 ,13070.00 ,13170.00 ,13405.00 ,13398.50 ,13440.25 ,12793.50 ,11965.25 ,3739577.00 
2010-11-30,13170.00 ,13475.00 ,13100.00 ,13340.00 ,13372.00 ,13425.50 ,13452.25 ,12823.83 ,11991.42 ,4047397.00 
2010-12-01,13350.00 ,13575.00 ,13265.00 ,13575.00 ,13379.00 ,13478.50 ,13463.00 ,12857.92 ,12017.04 ,3347467.00 
